timestamp,symbol,open,high,low,close,prev_close,current_close,volume,color
2025-08-13 23:13:00,ETHUSDT,4741.04,4742.26,4736.99,4738.42,4741.04,4738.42,731.7396,red
2025-08-13 23:14:00,ETHUSDT,4738.41,4741.86,4737.46,4741.86,4738.42,4741.86,237.0959,green
2025-08-13 23:15:00,ETHUSDT,4741.88,4742.39,4734.88,4742.38,4741.86,4742.38,558.1798,green
2025-08-13 23:16:00,ETHUSDT,4742.39,4747.34,4741.73,4746.22,4742.38,4746.22,456.1376,green
2025-08-13 23:17:00,ETHUSDT,4746.22,4747.88,4744.47,4745.18,4746.22,4745.18,328.6457,red
2025-08-13 23:18:00,ETHUSDT,4745.17,4746.16,4740.43,4740.43,4745.18,4740.43,398.2132,red
2025-08-13 23:19:00,ETHUSDT,4740.43,4740.43,4737.56,4740.3,4740.43,4740.3,660.5208,red
2025-08-13 23:20:00,ETHUSDT,4740.29,4740.93,4736.98,4740.56,4740.3,4740.56,243.7216,green
2025-08-13 23:21:00,ETHUSDT,4740.55,4745.89,4734.18,4745.37,4740.56,4745.37,660.1604,green
2025-08-13 23:22:00,ETHUSDT,4745.38,4752.32,4745.38,4751.7,4745.37,4751.7,372.302,green
2025-08-13 23:23:00,ETHUSDT,4751.7,4753.0,4749.46,4751.62,4751.7,4751.62,161.9725,red
2025-08-13 23:24:00,ETHUSDT,4751.62,4754.3,4751.53,4751.74,4751.62,4751.74,235.3219,green
2025-08-13 23:25:00,ETHUSDT,4751.74,4754.07,4751.74,4751.97,4751.74,4751.97,175.0135,green
2025-08-13 23:26:00,ETHUSDT,4751.98,4755.0,4751.22,4754.07,4751.97,4754.07,294.4857,green
2025-08-13 23:27:00,ETHUSDT,4754.07,4754.21,4749.94,4753.76,4754.07,4753.76,458.5738,red
2025-08-13 23:28:00,ETHUSDT,4753.76,4758.65,4753.76,4758.65,4753.76,4758.65,252.171,green
2025-08-13 23:29:00,ETHUSDT,4758.65,4758.93,4756.62,4757.51,4758.65,4757.51,134.8572,red
2025-08-13 23:30:00,ETHUSDT,4757.52,4759.22,4757.09,4759.13,4757.51,4759.13,266.3181,green
2025-08-13 23:31:00,ETHUSDT,4759.14,4762.63,4757.63,4762.62,4759.13,4762.62,457.3253,green
2025-08-13 23:32:00,ETHUSDT,4762.62,4765.0,4761.43,4765.0,4762.62,4765.0,292.0137,green
2025-08-13 23:33:00,ETHUSDT,4765.0,4765.0,4759.35,4759.68,4765.0,4759.68,286.0996,red
2025-08-13 23:34:00,ETHUSDT,4759.67,4760.23,4754.88,4756.78,4759.68,4756.78,334.4138,red
2025-08-13 23:35:00,ETHUSDT,4756.77,4764.74,4756.77,4764.63,4756.78,4764.63,157.7957,green
2025-08-13 23:36:00,ETHUSDT,4764.64,4765.23,4763.44,4765.05,4764.63,4765.05,395.7117,green
2025-08-13 23:37:00,ETHUSDT,4765.06,4765.4,4758.95,4764.95,4765.05,4764.95,303.742,red
2025-08-13 23:38:00,ETHUSDT,4764.95,4766.3,4758.06,4765.55,4764.95,4765.55,444.9435,green
2025-08-13 23:39:00,ETHUSDT,4765.54,4772.56,4764.91,4771.5,4765.55,4771.5,428.9172,green
2025-08-13 23:40:00,ETHUSDT,4771.5,4782.79,4769.9,4782.79,4771.5,4782.79,1166.9746,green
